alpha,reward_scale,warm_start,train_s,eval_s,n_eval,mean_delta,mean_final_penalty,checkpoint
1.0,1000.0,8,14.21,0.19,8,9641.88,13842.5,experiments\exp06_data_scaling\results\week_n100\checkpoints\week_a1p0_rs1000p0_ws8.npz
