[exp11] 6 bundled instances

[exp11] n005w4 H0 W[1, 2, 3, 3]
  start=mid bandit=linucb rounds=1000 P0=21265 -> 15000 (Δ=+6265)
  start=mid bandit=uniform rounds=0 P0=21265 -> 21265 (Δ=+0)
  start=mid bandit=uniform rounds=50 P0=21265 -> 20740 (Δ=+525)
  start=mid bandit=uniform rounds=100 P0=21265 -> 19850 (Δ=+1415)
  start=mid bandit=uniform rounds=250 P0=21265 -> 18150 (Δ=+3115)
  start=mid bandit=uniform rounds=500 P0=21265 -> 18565 (Δ=+2700)
  start=mid bandit=uniform rounds=1000 P0=21265 -> 17360 (Δ=+3905)
  start=bandp bandit=linucb rounds=0 P0=3295 -> 3295 (Δ=+0)
  start=bandp bandit=linucb rounds=50 P0=3295 -> 3600 (Δ=-305)
  start=bandp bandit=linucb rounds=100 P0=3295 -> 3710 (Δ=-415)
  start=bandp bandit=linucb rounds=250 P0=3295 -> 3985 (Δ=-690)
  start=bandp bandit=linucb rounds=500 P0=3295 -> 4480 (Δ=-1185)
  start=bandp bandit=linucb rounds=1000 P0=3295 -> 4735 (Δ=-1440)
  start=bandp bandit=uniform rounds=0 P0=3295 -> 3295 (Δ=+0)
  start=bandp bandit=uniform rounds=50 P0=3295 -> 5805 (Δ=-2510)
  start=bandp bandit=uniform rounds=100 P0=3295 -> 7960 (Δ=-4665)
  start=bandp bandit=uniform rounds=250 P0=3295 -> 9545 (Δ=-6250)
  start=bandp bandit=uniform rounds=500 P0=3295 -> 11220 (Δ=-7925)
  start=bandp bandit=uniform rounds=1000 P0=3295 -> 11520 (Δ=-8225)
  start=greedy bandit=linucb rounds=0 P0=34950 -> 34950 (Δ=+0)
  start=greedy bandit=linucb rounds=50 P0=34950 -> 28330 (Δ=+6620)
  start=greedy bandit=linucb rounds=100 P0=34950 -> 25915 (Δ=+9035)
  start=greedy bandit=linucb rounds=250 P0=34950 -> 21980 (Δ=+12970)
  start=greedy bandit=linucb rounds=500 P0=34950 -> 18530 (Δ=+16420)
  start=greedy bandit=linucb rounds=1000 P0=34950 -> 17220 (Δ=+17730)
  start=greedy bandit=uniform rounds=0 P0=34950 -> 34950 (Δ=+0)
  start=greedy bandit=uniform rounds=50 P0=34950 -> 29340 (Δ=+5610)
  start=greedy bandit=uniform rounds=100 P0=34950 -> 28080 (Δ=+6870)
  start=greedy bandit=uniform rounds=250 P0=34950 -> 26220 (Δ=+8730)
  start=greedy bandit=uniform rounds=500 P0=34950 -> 22290 (Δ=+12660)
  start=greedy bandit=uniform rounds=1000 P0=34950 -> 16970 (Δ=+17980)
  start=mid bandit=linucb rounds=0 P0=23245 -> 23245 (Δ=+0)
  start=mid bandit=linucb rounds=50 P0=23245 -> 21855 (Δ=+1390)
  start=mid bandit=linucb rounds=100 P0=23245 -> 20650 (Δ=+2595)
  start=mid bandit=linucb rounds=250 P0=23245 -> 20190 (Δ=+3055)
  start=mid bandit=linucb rounds=500 P0=23245 -> 18660 (Δ=+4585)
  start=mid bandit=linucb rounds=1000 P0=23245 -> 15855 (Δ=+7390)
  start=mid bandit=uniform rounds=0 P0=23245 -> 23245 (Δ=+0)
  start=mid bandit=uniform rounds=50 P0=23245 -> 21700 (Δ=+1545)
  start=mid bandit=uniform rounds=100 P0=23245 -> 21540 (Δ=+1705)
  start=mid bandit=uniform rounds=250 P0=23245 -> 19405 (Δ=+3840)
  start=mid bandit=uniform rounds=500 P0=23245 -> 19600 (Δ=+3645)
  start=mid bandit=uniform rounds=1000 P0=23245 -> 18855 (Δ=+4390)
  start=bandp bandit=linucb rounds=0 P0=3295 -> 3295 (Δ=+0)
  start=bandp bandit=linucb rounds=50 P0=3295 -> 3520 (Δ=-225)
  start=bandp bandit=linucb rounds=100 P0=3295 -> 3760 (Δ=-465)
  start=bandp bandit=linucb rounds=250 P0=3295 -> 4090 (Δ=-795)
  start=bandp bandit=linucb rounds=500 P0=3295 -> 4515 (Δ=-1220)
  start=bandp bandit=linucb rounds=1000 P0=3295 -> 4730 (Δ=-1435)
  start=bandp bandit=uniform rounds=0 P0=3295 -> 3295 (Δ=+0)
  start=bandp bandit=uniform rounds=50 P0=3295 -> 5715 (Δ=-2420)
  start=bandp bandit=uniform rounds=100 P0=3295 -> 7145 (Δ=-3850)
  start=bandp bandit=uniform rounds=250 P0=3295 -> 10170 (Δ=-6875)
  start=bandp bandit=uniform rounds=500 P0=3295 -> 11430 (Δ=-8135)
  start=bandp bandit=uniform rounds=1000 P0=3295 -> 12025 (Δ=-8730)
  start=greedy bandit=linucb rounds=0 P0=34950 -> 34950 (Δ=+0)
  start=greedy bandit=linucb rounds=50 P0=34950 -> 29740 (Δ=+5210)
  start=greedy bandit=linucb rounds=100 P0=34950 -> 25770 (Δ=+9180)
  start=greedy bandit=linucb rounds=250 P0=34950 -> 20800 (Δ=+14150)
  start=greedy bandit=linucb rounds=500 P0=34950 -> 17035 (Δ=+17915)
  start=greedy bandit=linucb rounds=1000 P0=34950 -> 15980 (Δ=+18970)
  start=greedy bandit=uniform rounds=0 P0=34950 -> 34950 (Δ=+0)
  start=greedy bandit=uniform rounds=50 P0=34950 -> 31430 (Δ=+3520)
  start=greedy bandit=uniform rounds=100 P0=34950 -> 29595 (Δ=+5355)
  start=greedy bandit=uniform rounds=250 P0=34950 -> 25605 (Δ=+9345)
  start=greedy bandit=uniform rounds=500 P0=34950 -> 21760 (Δ=+13190)
  start=greedy bandit=uniform rounds=1000 P0=34950 -> 18940 (Δ=+16010)
  start=mid bandit=linucb rounds=0 P0=21795 -> 21795 (Δ=+0)
  start=mid bandit=linucb rounds=50 P0=21795 -> 20410 (Δ=+1385)
  start=mid bandit=linucb rounds=100 P0=21795 -> 19210 (Δ=+2585)
  start=mid bandit=linucb rounds=250 P0=21795 -> 18180 (Δ=+3615)
  start=mid bandit=linucb rounds=500 P0=21795 -> 16450 (Δ=+5345)
  start=mid bandit=linucb rounds=1000 P0=21795 -> 15145 (Δ=+6650)
  start=mid bandit=uniform rounds=0 P0=21795 -> 21795 (Δ=+0)
  start=mid bandit=uniform rounds=50 P0=21795 -> 22020 (Δ=-225)
  start=mid bandit=uniform rounds=100 P0=21795 -> 21445 (Δ=+350)
  start=mid bandit=uniform rounds=250 P0=21795 -> 21460 (Δ=+335)
  start=mid bandit=uniform rounds=500 P0=21795 -> 20955 (Δ=+840)
  start=mid bandit=uniform rounds=1000 P0=21795 -> 17395 (Δ=+4400)
  start=bandp bandit=linucb rounds=0 P0=3295 -> 3295 (Δ=+0)
  start=bandp bandit=linucb rounds=50 P0=3295 -> 3800 (Δ=-505)
  start=bandp bandit=linucb rounds=100 P0=3295 -> 3915 (Δ=-620)
  start=bandp bandit=linucb rounds=250 P0=3295 -> 4340 (Δ=-1045)
  start=bandp bandit=linucb rounds=500 P0=3295 -> 4725 (Δ=-1430)
  start=bandp bandit=linucb rounds=1000 P0=3295 -> 4560 (Δ=-1265)
  start=bandp bandit=uniform rounds=0 P0=3295 -> 3295 (Δ=+0)
  start=bandp bandit=uniform rounds=50 P0=3295 -> 6175 (Δ=-2880)
  start=bandp bandit=uniform rounds=100 P0=3295 -> 7700 (Δ=-4405)
  start=bandp bandit=uniform rounds=250 P0=3295 -> 10205 (Δ=-6910)
  start=bandp bandit=uniform rounds=500 P0=3295 -> 11010 (Δ=-7715)
  start=bandp bandit=uniform rounds=1000 P0=3295 -> 12455 (Δ=-9160)

[exp11] n012w8 H1 W[7, 7, 0, 8, 9, 3, 2, 6]
  start=greedy bandit=linucb rounds=0 P0=34745 -> 34745 (Δ=+0)
  start=greedy bandit=linucb rounds=50 P0=34745 -> 31060 (Δ=+3685)
  start=greedy bandit=linucb rounds=100 P0=34745 -> 27940 (Δ=+6805)
  start=greedy bandit=linucb rounds=250 P0=34745 -> 23765 (Δ=+10980)
  start=greedy bandit=linucb rounds=500 P0=34745 -> 19545 (Δ=+15200)
  start=greedy bandit=linucb rounds=1000 P0=34745 -> 17200 (Δ=+17545)
  start=greedy bandit=uniform rounds=0 P0=34745 -> 34745 (Δ=+0)
  start=greedy bandit=uniform rounds=50 P0=34745 -> 32295 (Δ=+2450)
  start=greedy bandit=uniform rounds=100 P0=34745 -> 30295 (Δ=+4450)
  start=greedy bandit=uniform rounds=250 P0=34745 -> 25805 (Δ=+8940)
  start=greedy bandit=uniform rounds=500 P0=34745 -> 22195 (Δ=+12550)
  start=greedy bandit=uniform rounds=1000 P0=34745 -> 18080 (Δ=+16665)
  start=mid bandit=linucb rounds=0 P0=25700 -> 25700 (Δ=+0)
  start=mid bandit=linucb rounds=50 P0=25700 -> 23560 (Δ=+2140)
  start=mid bandit=linucb rounds=100 P0=25700 -> 21940 (Δ=+3760)
  start=mid bandit=linucb rounds=250 P0=25700 -> 18405 (Δ=+7295)
  start=mid bandit=linucb rounds=500 P0=25700 -> 16645 (Δ=+9055)
  start=mid bandit=linucb rounds=1000 P0=25700 -> 16500 (Δ=+9200)
  start=mid bandit=uniform rounds=0 P0=25700 -> 25700 (Δ=+0)
  start=mid bandit=uniform rounds=50 P0=25700 -> 24300 (Δ=+1400)
  start=mid bandit=uniform rounds=100 P0=25700 -> 22705 (Δ=+2995)
  start=mid bandit=uniform rounds=250 P0=25700 -> 20885 (Δ=+4815)
  start=mid bandit=uniform rounds=500 P0=25700 -> 19990 (Δ=+5710)
  start=mid bandit=uniform rounds=1000 P0=25700 -> 17460 (Δ=+8240)
  start=bandp bandit=linucb rounds=0 P0=3805 -> 3805 (Δ=+0)
  start=bandp bandit=linucb rounds=50 P0=3805 -> 4295 (Δ=-490)
  start=bandp bandit=linucb rounds=100 P0=3805 -> 4715 (Δ=-910)
  start=bandp bandit=linucb rounds=250 P0=3805 -> 4925 (Δ=-1120)
  start=bandp bandit=linucb rounds=500 P0=3805 -> 5180 (Δ=-1375)
  start=bandp bandit=linucb rounds=1000 P0=3805 -> 5195 (Δ=-1390)
  start=bandp bandit=uniform rounds=0 P0=3805 -> 3805 (Δ=+0)
  start=bandp bandit=uniform rounds=50 P0=3805 -> 7415 (Δ=-3610)
  start=bandp bandit=uniform rounds=100 P0=3805 -> 9125 (Δ=-5320)
  start=bandp bandit=uniform rounds=250 P0=3805 -> 9700 (Δ=-5895)
  start=bandp bandit=uniform rounds=500 P0=3805 -> 10710 (Δ=-6905)
  start=bandp bandit=uniform rounds=1000 P0=3805 -> 11555 (Δ=-7750)
  start=greedy bandit=linucb rounds=0 P0=34745 -> 34745 (Δ=+0)
  start=greedy bandit=linucb rounds=50 P0=34745 -> 29490 (Δ=+5255)
  start=greedy bandit=linucb rounds=100 P0=34745 -> 26180 (Δ=+8565)
  start=greedy bandit=linucb rounds=250 P0=34745 -> 22690 (Δ=+12055)
  start=greedy bandit=linucb rounds=500 P0=34745 -> 19545 (Δ=+15200)
  start=greedy bandit=linucb rounds=1000 P0=34745 -> 16890 (Δ=+17855)
  start=greedy bandit=uniform rounds=0 P0=34745 -> 34745 (Δ=+0)
  start=greedy bandit=uniform rounds=50 P0=34745 -> 31945 (Δ=+2800)
  start=greedy bandit=uniform rounds=100 P0=34745 -> 29660 (Δ=+5085)
  start=greedy bandit=uniform rounds=250 P0=34745 -> 25525 (Δ=+9220)
  start=greedy bandit=uniform rounds=500 P0=34745 -> 22845 (Δ=+11900)
  start=greedy bandit=uniform rounds=1000 P0=34745 -> 19610 (Δ=+15135)
  start=mid bandit=linucb rounds=0 P0=23625 -> 23625 (Δ=+0)
  start=mid bandit=linucb rounds=50 P0=23625 -> 22735 (Δ=+890)
  start=mid bandit=linucb rounds=100 P0=23625 -> 21700 (Δ=+1925)
  start=mid bandit=linucb rounds=250 P0=23625 -> 19395 (Δ=+4230)
  start=mid bandit=linucb rounds=500 P0=23625 -> 16845 (Δ=+6780)
  start=mid bandit=linucb rounds=1000 P0=23625 -> 15430 (Δ=+8195)
  start=mid bandit=uniform rounds=0 P0=23625 -> 23625 (Δ=+0)
  start=mid bandit=uniform rounds=50 P0=23625 -> 22320 (Δ=+1305)
  start=mid bandit=uniform rounds=100 P0=23625 -> 21105 (Δ=+2520)
  start=mid bandit=uniform rounds=250 P0=23625 -> 19450 (Δ=+4175)
  start=mid bandit=uniform rounds=500 P0=23625 -> 18225 (Δ=+5400)
  start=mid bandit=uniform rounds=1000 P0=23625 -> 16360 (Δ=+7265)
  start=bandp bandit=linucb rounds=0 P0=3805 -> 3805 (Δ=+0)
  start=bandp bandit=linucb rounds=50 P0=3805 -> 4295 (Δ=-490)
  start=bandp bandit=linucb rounds=100 P0=3805 -> 4765 (Δ=-960)
  start=bandp bandit=linucb rounds=250 P0=3805 -> 4850 (Δ=-1045)
  start=bandp bandit=linucb rounds=500 P0=3805 -> 4910 (Δ=-1105)
  start=bandp bandit=linucb rounds=1000 P0=3805 -> 5560 (Δ=-1755)
  start=bandp bandit=uniform rounds=0 P0=3805 -> 3805 (Δ=+0)
  start=bandp bandit=uniform rounds=50 P0=3805 -> 6530 (Δ=-2725)
  start=bandp bandit=uniform rounds=100 P0=3805 -> 8510 (Δ=-4705)
  start=bandp bandit=uniform rounds=250 P0=3805 -> 10240 (Δ=-6435)
  start=bandp bandit=uniform rounds=500 P0=3805 -> 11485 (Δ=-7680)
  start=bandp bandit=uniform rounds=1000 P0=3805 -> 12290 (Δ=-8485)
  start=greedy bandit=linucb rounds=0 P0=34745 -> 34745 (Δ=+0)
  start=greedy bandit=linucb rounds=50 P0=34745 -> 30675 (Δ=+4070)
  start=greedy bandit=linucb rounds=100 P0=34745 -> 28235 (Δ=+6510)
  start=greedy bandit=linucb rounds=250 P0=34745 -> 24340 (Δ=+10405)
  start=greedy bandit=linucb rounds=500 P0=34745 -> 20090 (Δ=+14655)
  start=greedy bandit=linucb rounds=1000 P0=34745 -> 17045 (Δ=+17700)
  start=greedy bandit=uniform rounds=0 P0=34745 -> 34745 (Δ=+0)
  start=greedy bandit=uniform rounds=50 P0=34745 -> 32415 (Δ=+2330)
  start=greedy bandit=uniform rounds=100 P0=34745 -> 29525 (Δ=+5220)
  start=greedy bandit=uniform rounds=250 P0=34745 -> 27185 (Δ=+7560)
  start=greedy bandit=uniform rounds=500 P0=34745 -> 23375 (Δ=+11370)
  start=greedy bandit=uniform rounds=1000 P0=34745 -> 20820 (Δ=+13925)
  start=mid bandit=linucb rounds=0 P0=25335 -> 25335 (Δ=+0)
  start=mid bandit=linucb rounds=50 P0=25335 -> 24175 (Δ=+1160)
  start=mid bandit=linucb rounds=100 P0=25335 -> 23035 (Δ=+2300)
  start=mid bandit=linucb rounds=250 P0=25335 -> 20995 (Δ=+4340)
  start=mid bandit=linucb rounds=500 P0=25335 -> 16690 (Δ=+8645)
  start=mid bandit=linucb rounds=1000 P0=25335 -> 16240 (Δ=+9095)
  start=mid bandit=uniform rounds=0 P0=25335 -> 25335 (Δ=+0)
  start=mid bandit=uniform rounds=50 P0=25335 -> 23025 (Δ=+2310)
  start=mid bandit=uniform rounds=100 P0=25335 -> 23015 (Δ=+2320)
  start=mid bandit=uniform rounds=250 P0=25335 -> 20220 (Δ=+5115)
  start=mid bandit=uniform rounds=500 P0=25335 -> 18480 (Δ=+6855)
  start=mid bandit=uniform rounds=1000 P0=25335 -> 17750 (Δ=+7585)
  start=bandp bandit=linucb rounds=0 P0=3805 -> 3805 (Δ=+0)
  start=bandp bandit=linucb rounds=50 P0=3805 -> 4150 (Δ=-345)
  start=bandp bandit=linucb rounds=100 P0=3805 -> 4660 (Δ=-855)
  start=bandp bandit=linucb rounds=250 P0=3805 -> 4695 (Δ=-890)
  start=bandp bandit=linucb rounds=500 P0=3805 -> 5150 (Δ=-1345)
  start=bandp bandit=linucb rounds=1000 P0=3805 -> 5355 (Δ=-1550)
  start=bandp bandit=uniform rounds=0 P0=3805 -> 3805 (Δ=+0)
  start=bandp bandit=uniform rounds=50 P0=3805 -> 6580 (Δ=-2775)
  start=bandp bandit=uniform rounds=100 P0=3805 -> 7445 (Δ=-3640)
  start=bandp bandit=uniform rounds=250 P0=3805 -> 8660 (Δ=-4855)
  start=bandp bandit=uniform rounds=500 P0=3805 -> 10180 (Δ=-6375)
  start=bandp bandit=uniform rounds=1000 P0=3805 -> 11470 (Δ=-7665)

[exp11] n012w8 H2 W[4, 5, 6, 7, 2, 1, 2, 1]
  start=greedy bandit=linucb rounds=0 P0=34570 -> 34570 (Δ=+0)
  start=greedy bandit=linucb rounds=50 P0=34570 -> 29025 (Δ=+5545)
  start=greedy bandit=linucb rounds=100 P0=34570 -> 26200 (Δ=+8370)
  start=greedy bandit=linucb rounds=250 P0=34570 -> 22235 (Δ=+12335)
  start=greedy bandit=linucb rounds=500 P0=34570 -> 18940 (Δ=+15630)
  start=greedy bandit=linucb rounds=1000 P0=34570 -> 17260 (Δ=+17310)
  start=greedy bandit=uniform rounds=0 P0=34570 -> 34570 (Δ=+0)
  start=greedy bandit=uniform rounds=50 P0=34570 -> 32960 (Δ=+1610)
  start=greedy bandit=uniform rounds=100 P0=34570 -> 30575 (Δ=+3995)
  start=greedy bandit=uniform rounds=250 P0=34570 -> 27305 (Δ=+7265)
  start=greedy bandit=uniform rounds=500 P0=34570 -> 23375 (Δ=+11195)
  start=greedy bandit=uniform rounds=1000 P0=34570 -> 18815 (Δ=+15755)
  start=mid bandit=linucb rounds=0 P0=23695 -> 23695 (Δ=+0)
  start=mid bandit=linucb rounds=50 P0=23695 -> 21910 (Δ=+1785)
  start=mid bandit=linucb rounds=100 P0=23695 -> 20645 (Δ=+3050)
  start=mid bandit=linucb rounds=250 P0=23695 -> 19965 (Δ=+3730)
  start=mid bandit=linucb rounds=500 P0=23695 -> 16905 (Δ=+6790)
  start=mid bandit=linucb rounds=1000 P0=23695 -> 16145 (Δ=+7550)
  start=mid bandit=uniform rounds=0 P0=23695 -> 23695 (Δ=+0)
  start=mid bandit=uniform rounds=50 P0=23695 -> 22650 (Δ=+1045)
  start=mid bandit=uniform rounds=100 P0=23695 -> 22015 (Δ=+1680)
  start=mid bandit=uniform rounds=250 P0=23695 -> 20810 (Δ=+2885)
  start=mid bandit=uniform rounds=500 P0=23695 -> 18380 (Δ=+5315)
  start=mid bandit=uniform rounds=1000 P0=23695 -> 18065 (Δ=+5630)
  start=bandp bandit=linucb rounds=0 P0=3745 -> 3745 (Δ=+0)
  start=bandp bandit=linucb rounds=50 P0=3745 -> 4185 (Δ=-440)
  start=bandp bandit=linucb rounds=100 P0=3745 -> 4185 (Δ=-440)
  start=bandp bandit=linucb rounds=250 P0=3745 -> 4295 (Δ=-550)
  start=bandp bandit=linucb rounds=500 P0=3745 -> 4655 (Δ=-910)
  start=bandp bandit=linucb rounds=1000 P0=3745 -> 5155 (Δ=-1410)
  start=bandp bandit=uniform rounds=0 P0=3745 -> 3745 (Δ=+0)
  start=bandp bandit=uniform rounds=50 P0=3745 -> 6105 (Δ=-2360)
  start=bandp bandit=uniform rounds=100 P0=3745 -> 7560 (Δ=-3815)
  start=bandp bandit=uniform rounds=250 P0=3745 -> 9010 (Δ=-5265)
  start=bandp bandit=uniform rounds=500 P0=3745 -> 12005 (Δ=-8260)
  start=bandp bandit=uniform rounds=1000 P0=3745 -> 12430 (Δ=-8685)
  start=greedy bandit=linucb rounds=0 P0=34570 -> 34570 (Δ=+0)
  start=greedy bandit=linucb rounds=50 P0=34570 -> 28235 (Δ=+6335)
  start=greedy bandit=linucb rounds=100 P0=34570 -> 26030 (Δ=+8540)
  start=greedy bandit=linucb rounds=250 P0=34570 -> 21435 (Δ=+13135)
  start=greedy bandit=linucb rounds=500 P0=34570 -> 18700 (Δ=+15870)
  start=greedy bandit=linucb rounds=1000 P0=34570 -> 16225 (Δ=+18345)
  start=greedy bandit=uniform rounds=0 P0=34570 -> 34570 (Δ=+0)
  start=greedy bandit=uniform rounds=50 P0=34570 -> 31300 (Δ=+3270)
  start=greedy bandit=uniform rounds=100 P0=34570 -> 29605 (Δ=+4965)
  start=greedy bandit=uniform rounds=250 P0=34570 -> 26050 (Δ=+8520)
  start=greedy bandit=uniform rounds=500 P0=34570 -> 21890 (Δ=+12680)
  start=greedy bandit=uniform rounds=1000 P0=34570 -> 18310 (Δ=+16260)
  start=mid bandit=linucb rounds=0 P0=21875 -> 21875 (Δ=+0)
  start=mid bandit=linucb rounds=50 P0=21875 -> 21025 (Δ=+850)
  start=mid bandit=linucb rounds=100 P0=21875 -> 19270 (Δ=+2605)
  start=mid bandit=linucb rounds=250 P0=21875 -> 17145 (Δ=+4730)
  start=mid bandit=linucb rounds=500 P0=21875 -> 16520 (Δ=+5355)
  start=mid bandit=linucb rounds=1000 P0=21875 -> 16340 (Δ=+5535)
  start=mid bandit=uniform rounds=0 P0=21875 -> 21875 (Δ=+0)
  start=mid bandit=uniform rounds=50 P0=21875 -> 20795 (Δ=+1080)
  start=mid bandit=uniform rounds=100 P0=21875 -> 20420 (Δ=+1455)
  start=mid bandit=uniform rounds=250 P0=21875 -> 21215 (Δ=+660)
  start=mid bandit=uniform rounds=500 P0=21875 -> 20005 (Δ=+1870)
  start=mid bandit=uniform rounds=1000 P0=21875 -> 18320 (Δ=+3555)
  start=bandp bandit=linucb rounds=0 P0=3745 -> 3745 (Δ=+0)
  start=bandp bandit=linucb rounds=50 P0=3745 -> 4310 (Δ=-565)
  start=bandp bandit=linucb rounds=100 P0=3745 -> 4145 (Δ=-400)
  start=bandp bandit=linucb rounds=250 P0=3745 -> 4945 (Δ=-1200)
  start=bandp bandit=linucb rounds=500 P0=3745 -> 4970 (Δ=-1225)
  start=bandp bandit=linucb rounds=1000 P0=3745 -> 6170 (Δ=-2425)
  start=bandp bandit=uniform rounds=0 P0=3745 -> 3745 (Δ=+0)
  start=bandp bandit=uniform rounds=50 P0=3745 -> 6245 (Δ=-2500)
  start=bandp bandit=uniform rounds=100 P0=3745 -> 8130 (Δ=-4385)
  start=bandp bandit=uniform rounds=250 P0=3745 -> 10585 (Δ=-6840)
  start=bandp bandit=uniform rounds=500 P0=3745 -> 11730 (Δ=-7985)
  start=bandp bandit=uniform rounds=1000 P0=3745 -> 12715 (Δ=-8970)
  start=greedy bandit=linucb rounds=0 P0=34570 -> 34570 (Δ=+0)
  start=greedy bandit=linucb rounds=50 P0=34570 -> 30315 (Δ=+4255)
  start=greedy bandit=linucb rounds=100 P0=34570 -> 26265 (Δ=+8305)
  start=greedy bandit=linucb rounds=250 P0=34570 -> 22715 (Δ=+11855)
  start=greedy bandit=linucb rounds=500 P0=34570 -> 18770 (Δ=+15800)
  start=greedy bandit=linucb rounds=1000 P0=34570 -> 17160 (Δ=+17410)
  start=greedy bandit=uniform rounds=0 P0=34570 -> 34570 (Δ=+0)
  start=greedy bandit=uniform rounds=50 P0=34570 -> 32885 (Δ=+1685)
  start=greedy bandit=uniform rounds=100 P0=34570 -> 31635 (Δ=+2935)
  start=greedy bandit=uniform rounds=250 P0=34570 -> 25540 (Δ=+9030)
  start=greedy bandit=uniform rounds=500 P0=34570 -> 22415 (Δ=+12155)
  start=greedy bandit=uniform rounds=1000 P0=34570 -> 19295 (Δ=+15275)
  start=mid bandit=linucb rounds=0 P0=24210 -> 24210 (Δ=+0)
  start=mid bandit=linucb rounds=50 P0=24210 -> 22495 (Δ=+1715)
  start=mid bandit=linucb rounds=100 P0=24210 -> 21330 (Δ=+2880)
  start=mid bandit=linucb rounds=250 P0=24210 -> 20140 (Δ=+4070)
  start=mid bandit=linucb rounds=500 P0=24210 -> 17180 (Δ=+7030)
  start=mid bandit=linucb rounds=1000 P0=24210 -> 16910 (Δ=+7300)
  start=mid bandit=uniform rounds=0 P0=24210 -> 24210 (Δ=+0)
  start=mid bandit=uniform rounds=50 P0=24210 -> 23140 (Δ=+1070)
  start=mid bandit=uniform rounds=100 P0=24210 -> 22285 (Δ=+1925)
  start=mid bandit=uniform rounds=250 P0=24210 -> 21640 (Δ=+2570)
  start=mid bandit=uniform rounds=500 P0=24210 -> 19740 (Δ=+4470)
  start=mid bandit=uniform rounds=1000 P0=24210 -> 18485 (Δ=+5725)
  start=bandp bandit=linucb rounds=0 P0=3745 -> 3745 (Δ=+0)
  start=bandp bandit=linucb rounds=50 P0=3745 -> 4365 (Δ=-620)
  start=bandp bandit=linucb rounds=100 P0=3745 -> 4540 (Δ=-795)
  start=bandp bandit=linucb rounds=250 P0=3745 -> 4410 (Δ=-665)
  start=bandp bandit=linucb rounds=500 P0=3745 -> 4800 (Δ=-1055)
  start=bandp bandit=linucb rounds=1000 P0=3745 -> 4810 (Δ=-1065)
  start=bandp bandit=uniform rounds=0 P0=3745 -> 3745 (Δ=+0)
  start=bandp bandit=uniform rounds=50 P0=3745 -> 7530 (Δ=-3785)
  start=bandp bandit=uniform rounds=100 P0=3745 -> 9360 (Δ=-5615)
  start=bandp bandit=uniform rounds=250 P0=3745 -> 11035 (Δ=-7290)
  start=bandp bandit=uniform rounds=500 P0=3745 -> 11310 (Δ=-7565)
  start=bandp bandit=uniform rounds=1000 P0=3745 -> 12540 (Δ=-8795)

[exp11] done in 413.1s, wrote /Users/achu/Projects/INRC-2-Contextual-Bandits/experiments/exp11_ood_repair/results/curves.jsonl
