alpha,reward_scale,warm_start,train_s,eval_s,n_eval,mean_delta,mean_final_penalty,checkpoint
1.0,50.0,36,346.17,8.72,8,9090.62,11308.75,experiments/exp06_data_scaling/results/repair_n50/checkpoints/repair_a1p0_rs50p0_ws36.npz
